,osgb,nofloors,geometry,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type,epc_rating_current,epc_rating_potential,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_type,Cluster,interiors,touching,polygon_exposed_wall,polygon_horizontal,bi
1520,52401131530028,2,"POLYGON ((532120.35 165218.92, 532119.58 165223.08, 532129.32 165224.88, 532130.09 165220.72, 532120.35 165218.92))",False,6.95,0.177885206696276,dom3,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532124.835,165221.9,4.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Cavity,Yes,Double (pre 2002),dom3,False,"[52401131530018, 52401131530026]","MULTILINESTRING ((532120.35 165218.92, 532119.58 165223.08), (532129.32 165224.88, 532130.09 165220.72))","POLYGON ((532120.35 165218.92, 532119.58 165223.08, 532129.32 165224.88, 532130.09 165220.72, 532120.35 165218.92))",bi_532124-84_165221-9
1521,52401131530029,2,"POLYGON ((532123.87 165261.89, 532114.07 165260.49, 532113.47 165264.7, 532123.27 165266.1, 532123.87 165261.89))",False,6.81,0.135592635212888,dom3,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532118.67,165263.295,4.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Cavity,Yes,Double (pre 2002),dom3,False,"[52401131530012, 52401131530024]","MULTILINESTRING ((532114.07 165260.49, 532113.47 165264.7), (532123.27 165266.1, 532123.87 165261.89))","POLYGON ((532123.87 165261.89, 532114.07 165260.49, 532113.47 165264.7, 532123.27 165266.1, 532123.87 165261.89))",bi_532119-27_165259-09
1522,52401131610001,14,"POLYGON ((532450.159 165286.876, 532451.295 165263.854, 532449.213 165263.58, 532448.172 165263.444, 532436.149 165261.863, 532428.304 165260.831, 532414.577 165259.026, 532413.383 165258.869, 532412.854 165269.659, 532410.135 165325.104, 532409.993 165328.001, 532409.626 165335.492, 532446.932 165341.268, 532447.481 165341.353, 532447.505 165340.867, 532450.159 165286.876))",False,7.04,0.13928042762917,nondom1,POST-1980,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,,,,,,,532430.48149759,165299.895097676,4.0,nondom,,,,,,,,,,,,,,,,nondom1,False,[],"LINESTRING (532450.159 165286.876, 532451.295 165263.854, 532449.213 165263.58, 532448.172 165263.444, 532436.149 165261.863, 532428.304 165260.831, 532414.577 165259.026, 532413.383 165258.869, 532412.854 165269.659, 532410.135 165325.104, 532409.993 165328.001, 532409.626 165335.492, 532446.932 165341.268, 532447.481 165341.353, 532447.505 165340.867, 532450.159 165286.876)","POLYGON ((532450.159 165286.876, 532451.295 165263.854, 532449.213 165263.58, 532448.172 165263.444, 532436.149 165261.863, 532428.304 165260.831, 532414.577 165259.026, 532413.383 165258.869, 532412.854 165269.659, 532410.135 165325.104, 532409.993 165328.001, 532409.626 165335.492, 532446.932 165341.268, 532447.481 165341.353, 532447.505 165340.867, 532450.159 165286.876))",bi_532430-15_165305-99
1523,52401131610002,8,"POLYGON ((532404.6 165296.7, 532402.25 165296.35, 532402.5 165294.7, 532396.55 165293.7, 532394.95 165301.95, 532394.7 165308.4, 532394.7 165309.4, 532403.6 165309.75, 532403.7 165305.95, 532404.05 165301.65, 532404.6 165296.7))",False,28.55,0.198403404632692,nondom1,1945-1980,Shop,Office,Office,Office,Office,Office,Office,Shop,,,,,,,,,,,,,532399.504366431,165302.224821049,3.0,nondom,,,,,,,,,,,,,,,,nondom1,False,[],"LINESTRING (532404.6 165296.7, 532402.25 165296.35, 532402.5 165294.7, 532396.55 165293.7, 532394.95 165301.95, 532394.7 165308.4, 532394.7 165309.4, 532403.6 165309.75, 532403.7 165305.95, 532404.05 165301.65, 532404.6 165296.7)","POLYGON ((532404.6 165296.7, 532402.25 165296.35, 532402.5 165294.7, 532396.55 165293.7, 532394.95 165301.95, 532394.7 165308.4, 532394.7 165309.4, 532403.6 165309.75, 532403.7 165305.95, 532404.05 165301.65, 532404.6 165296.7))",bi_532399-51_165301-8
1524,52401131610003,3,"POLYGON ((532327 165313.5, 532326.1 165318.65, 532325.2 165324.2, 532325 165326.25, 532326.25 165327.55, 532333.9 165328.95, 532342.2 165328.5, 532341.9 165323.85, 532341.65 165319.5, 532339.9 165319.4, 532340.5 165317.3, 532336.45 165317.1, 532337.15 165314.1, 532327 165313.5))",False,8.61,0.131529539545462,nondom1,PRE-1914,Hospitality,Hospitality,Shop,,,,,,,,,,,,,,,,,,532333.391735268,165321.792674586,1.0,nondom,,,,,,,,,,,,,,,,nondom1,False,[52401131610009],"LINESTRING (532327 165313.5, 532326.1 165318.65, 532325.2 165324.2, 532325 165326.25, 532326.25 165327.55, 532333.9 165328.95, 532342.2 165328.5, 532341.9 165323.85, 532341.65 165319.5, 532339.9 165319.4, 532340.5 165317.3, 532336.45 165317.1, 532337.15 165314.1)","POLYGON ((532327 165313.5, 532326.1 165318.65, 532325.2 165324.2, 532325 165326.25, 532326.25 165327.55, 532333.9 165328.95, 532342.2 165328.5, 532341.9 165323.85, 532341.65 165319.5, 532339.9 165319.4, 532340.5 165317.3, 532336.45 165317.1, 532337.15 165314.1, 532327 165313.5))",bi_532349-01_165300-5
1525,52401131610004,2,"POLYGON ((532330.3 165302.15, 532330.1 165302.7, 532328.5 165308.15, 532336.8 165309.4, 532349.1 165311.05, 532364.15 165313.1, 532364.9 165310, 532353.95 165307.6, 532330.3 165302.15))",False,12.5,0.153040203371511,nondom0,PRE-1914,Hospitality,Hospitality,,,,,,,,,,,,,,,,,,,532344.99431214,165308.03697617,1.0,nondom,,,,,,,,,,,,,,,,nondom0,False,"[52401131610005, 52401131610009]","MULTILINESTRING ((532330.3 165302.15, 532330.1 165302.7, 532328.5 165308.15), (532364.15 165313.1, 532364.9 165310))","POLYGON ((532330.3 165302.15, 532330.1 165302.7, 532328.5 165308.15, 532336.8 165309.4, 532349.1 165311.05, 532364.15 165313.1, 532364.9 165310, 532353.95 165307.6, 532330.3 165302.15))",bi_532349-01_165300-5
1526,52401131610005,1,"POLYGON ((532331.7 165297.3, 532330.3 165302.15, 532353.95 165307.6, 532364.9 165310, 532365.75 165306.75, 532366.15 165305.15, 532366.2 165304.85, 532354 165302.2, 532342.6 165299.75, 532331.7 165297.3))",False,21.86,0.169390387085916,nondom1,1945-1980,Shop,,,,,,,,,,,,,,,,,,,,532348.459333814,165303.652876836,3.0,nondom,,,,,,,,,,,,,,,,nondom1,False,"[52401131610004, 52401131610006]","MULTILINESTRING ((532331.7 165297.3, 532330.3 165302.15), (532364.9 165310, 532365.75 165306.75, 532366.15 165305.15, 532366.2 165304.85))","POLYGON ((532331.7 165297.3, 532330.3 165302.15, 532353.95 165307.6, 532364.9 165310, 532365.75 165306.75, 532366.15 165305.15, 532366.2 165304.85, 532354 165302.2, 532342.6 165299.75, 532331.7 165297.3))",bi_532349-01_165300-5
1527,52401131610006,2,"POLYGON ((532369.75 165290.25, 532356.6 165286.95, 532355.65 165290.35, 532335.55 165284.7, 532335.3 165284.7, 532333.85 165290.1, 532333.05 165292.95, 532331.7 165297.3, 532342.6 165299.75, 532354 165302.2, 532366.2 165304.85, 532367.65 165298.85, 532369 165293.2, 532369.05 165293, 532369.75 165290.25))",False,20.74,0.145034014970319,nondom1,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532351.400589358,165294.622786023,1.0,nondom,,,,,,,,,,,,,,,,nondom1,False,"[52401131610005, 52401131610010]","MULTILINESTRING ((532369.75 165290.25, 532356.6 165286.95), (532335.55 165284.7, 532335.3 165284.7, 532333.85 165290.1, 532333.05 165292.95, 532331.7 165297.3), (532366.2 165304.85, 532367.65 165298.85, 532369 165293.2, 532369.05 165293, 532369.75 165290.25))","POLYGON ((532369.75 165290.25, 532356.6 165286.95, 532355.65 165290.35, 532335.55 165284.7, 532335.3 165284.7, 532333.85 165290.1, 532333.05 165292.95, 532331.7 165297.3, 532342.6 165299.75, 532354 165302.2, 532366.2 165304.85, 532367.65 165298.85, 532369 165293.2, 532369.05 165293, 532369.75 165290.25))",bi_532349-01_165300-5
1528,52401131610007,4,"POLYGON ((532359.3 165261.4, 532358.38 165261.142, 532350.55 165258.95, 532343.3 165256.9, 532342.1 165261.25, 532341.1 165264.65, 532341.7 165266.05, 532348.2 165267.85, 532362.75 165271.95, 532364.9 165264.35, 532358.95 165262.7, 532359.3 165261.4))",False,8.04,0.155726388070714,nondom1,1918-1939,Shop,Shop,Office,Office,,,,,,,,,,,,,,,,,532352.68944055,165264.48882168,2.0,nondom,,,,,,,,,,,,,,,,nondom1,False,[52401131610012],"MULTILINESTRING ((532359.3 165261.4, 532358.38 165261.142, 532350.55 165258.95), (532343.3 165256.9, 532342.1 165261.25, 532341.1 165264.65, 532341.7 165266.05, 532348.2 165267.85, 532362.75 165271.95, 532364.9 165264.35, 532358.95 165262.7, 532359.3 165261.4))","POLYGON ((532359.3 165261.4, 532358.38 165261.142, 532350.55 165258.95, 532343.3 165256.9, 532342.1 165261.25, 532341.1 165264.65, 532341.7 165266.05, 532348.2 165267.85, 532362.75 165271.95, 532364.9 165264.35, 532358.95 165262.7, 532359.3 165261.4))",bi_532348-45_165260-05
1529,52401131610008,4,"POLYGON ((532347.55 165274.95, 532346.35 165278.95, 532354.85 165281.4, 532356.05 165277.25, 532347.55 165274.95))",False,9.08,0.461915882552998,dom2,PRE-1914,Shop,Shop,Dwell,Dwell,,,,,,,,,,,,,,,,,532351.223611204,165278.145861954,1.0,mixed,E,C,Electricity,Unknown,RmHeaters,None,Electricity,PointOfUseInstant,Above (premises),Internal Floor,Below (premises),Internal Floor,Solid Brick,No,Double,dom2,False,[52401131610010],"MULTILINESTRING ((532347.55 165274.95, 532346.35 165278.95), (532356.05 165277.25, 532347.55 165274.95))","POLYGON ((532347.55 165274.95, 532346.35 165278.95, 532354.85 165281.4, 532356.05 165277.25, 532347.55 165274.95))",bi_532349-01_165300-5
1530,52401131610009,1,"POLYGON ((532337.15 165314.1, 532345.85 165314.65, 532345.8 165315.15, 532355.55 165315.6, 532360.1 165315.85, 532362.75 165316, 532363.4 165316.05, 532364.15 165313.1, 532349.1 165311.05, 532336.8 165309.4, 532328.5 165308.15, 532327 165313.5, 532337.15 165314.1))",False,6.31,0.194567650917318,nondom1,PRE-1914,Shop,,,,,,,,,,,,,,,,,,,,532344.201434511,165312.567206636,1.0,nondom,,,,,,,,,,,,,,,,nondom1,False,"[52401131610003, 52401131610004]","MULTILINESTRING ((532337.15 165314.1, 532345.85 165314.65, 532345.8 165315.15, 532355.55 165315.6, 532360.1 165315.85, 532362.75 165316, 532363.4 165316.05, 532364.15 165313.1), (532328.5 165308.15, 532327 165313.5))","POLYGON ((532337.15 165314.1, 532345.85 165314.65, 532345.8 165315.15, 532355.55 165315.6, 532360.1 165315.85, 532362.75 165316, 532363.4 165316.05, 532364.15 165313.1, 532349.1 165311.05, 532336.8 165309.4, 532328.5 165308.15, 532327 165313.5, 532337.15 165314.1))",bi_532349-01_165300-5
1531,52401131610010,2,"POLYGON ((532356.6 165286.95, 532359.05 165278.4, 532359.15 165278.1, 532356.05 165277.25, 532354.85 165281.4, 532346.35 165278.95, 532343.5 165278.15, 532337.85 165276.55, 532335.55 165284.7, 532355.65 165290.35, 532356.6 165286.95))",False,8.27,0.135561883822401,nondom1,1918-1939,Shop,Shop,,,,,,,,,,,,,,,,,,,532347.478973539,165283.188760631,2.0,nondom,,,,,,,,,,,,,,,,nondom1,False,"[52401131610006, 52401131610008, 52401131610011]","MULTILINESTRING ((532356.6 165286.95, 532359.05 165278.4, 532359.15 165278.1, 532356.05 165277.25), (532346.35 165278.95, 532343.5 165278.15), (532337.85 165276.55, 532335.55 165284.7))","POLYGON ((532356.6 165286.95, 532359.05 165278.4, 532359.15 165278.1, 532356.05 165277.25, 532354.85 165281.4, 532346.35 165278.95, 532343.5 165278.15, 532337.85 165276.55, 532335.55 165284.7, 532355.65 165290.35, 532356.6 165286.95))",bi_532349-01_165300-5
1532,52401131610011,2,"POLYGON ((532343.5 165278.15, 532344.6 165274.15, 532338.95 165272.65, 532337.85 165276.55, 532343.5 165278.15))",False,10.87,0.114491858464222,nondom1,PRE-1914,Hospitality,Hospitality,,,,,,,,,,,,,,,,,,,532341.235654074,165275.379545218,1.0,nondom,,,,,,,,,,,,,,,,nondom1,False,[52401131610010],"LINESTRING (532343.5 165278.15, 532344.6 165274.15, 532338.95 165272.65, 532337.85 165276.55)","POLYGON ((532343.5 165278.15, 532344.6 165274.15, 532338.95 165272.65, 532337.85 165276.55, 532343.5 165278.15))",bi_532349-01_165300-5
1533,52401131610012,4,"POLYGON ((532343.3 165256.9, 532350.55 165258.95, 532351.2 165256.75, 532359 165258.95, 532360.3 165254.35, 532352.5 165252.2, 532353.15 165249.9, 532345.9 165247.9, 532343.3 165256.9))",False,10.62,0.0836676907212065,dom2,1918-1939,Shop,Shop,Dwell,Dwell,,,,,,,,,,,,,,,,,532350.883464082,165254.173609316,2.0,mixed,D,D,Electricity,Boiler,Radiators,None,Electricity,ImmersionHeater,Above (premises),Internal Floor,Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),High Performance,dom2,False,[52401131610007],"LINESTRING (532350.55 165258.95, 532351.2 165256.75, 532359 165258.95, 532360.3 165254.35, 532352.5 165252.2, 532353.15 165249.9, 532345.9 165247.9, 532343.3 165256.9)","POLYGON ((532343.3 165256.9, 532350.55 165258.95, 532351.2 165256.75, 532359 165258.95, 532360.3 165254.35, 532352.5 165252.2, 532353.15 165249.9, 532345.9 165247.9, 532343.3 165256.9))",bi_532348-45_165260-05
1534,52401131910001,2,"POLYGON ((532327.9 165235.2, 532321.7 165234.55, 532315.15 165233.9, 532310.25 165233.35, 532327.3 165237.6, 532327.9 165235.2))",False,3.43,0.208494084359275,nondom1,PRE-1914,Hospitality,Hospitality,,,,,,,,,,,,,,,,,,,532321.875870979,165235.397334804,1.0,nondom,,,,,,,,,,,,,,,,nondom1,False,[],"LINESTRING (532327.9 165235.2, 532321.7 165234.55, 532315.15 165233.9, 532310.25 165233.35, 532327.3 165237.6, 532327.9 165235.2)","POLYGON ((532327.9 165235.2, 532321.7 165234.55, 532315.15 165233.9, 532310.25 165233.35, 532327.3 165237.6, 532327.9 165235.2))",bi_532325-04_165236-4
1535,52401132130001,2,"POLYGON ((532017.2 165221.7, 532017.9 165214.5, 532014.15 165214.15, 532013 165227.4, 532015.4 165227.6, 532015.95 165221.6, 532017.2 165221.7))",False,5.52,0.162975525976814,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532015.263174479,165220.227193246,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0,False,"[52401132130002, 52401132130014]","MULTILINESTRING ((532017.9 165214.5, 532014.15 165214.15), (532013 165227.4, 532015.4 165227.6, 532015.95 165221.6, 532017.2 165221.7))","POLYGON ((532017.2 165221.7, 532017.9 165214.5, 532014.15 165214.15, 532013 165227.4, 532015.4 165227.6, 532015.95 165221.6, 532017.2 165221.7))",bi_532029-18_165221-4
1536,52401132130002,1,"POLYGON ((532017.9 165214.5, 532017.2 165221.7, 532018.55 165221.85, 532018.05 165227.35, 532020.4 165227.55, 532021.65 165214.8, 532017.9 165214.5))",False,4.87,0.137348493444441,dom1,PRE-1914,Dwell,,,,,,,,,,,,,,,,,,,,532019.443821822,165220.353392335,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401132130001, 52401132130036]","MULTILINESTRING ((532017.2 165221.7, 532018.55 165221.85, 532018.05 165227.35, 532020.4 165227.55), (532021.65 165214.8, 532017.9 165214.5))","POLYGON ((532017.9 165214.5, 532017.2 165221.7, 532018.55 165221.85, 532018.05 165227.35, 532020.4 165227.55, 532021.65 165214.8, 532017.9 165214.5))",bi_532029-18_165221-4
1537,52401132130003,1,"POLYGON ((532098 165240.85, 532087.45 165239.05, 532086.65 165238.95, 532083.55 165238.65, 532083.1 165241.3, 532090 165242.45, 532089.8 165243.65, 532097.35 165244.8, 532098 165240.85))",False,4.79,0.14965281058101,dom3,PRE-1914,Dwell,,,,,,,,,,,,,,,,,,,,532091.121378504,165241.529150467,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3,False,"[52401132130009, 52401132130032]","MULTILINESTRING ((532086.65 165238.95, 532083.55 165238.65, 532083.1 165241.3, 532090 165242.45, 532089.8 165243.65), (532097.35 165244.8, 532098 165240.85))","POLYGON ((532098 165240.85, 532087.45 165239.05, 532086.65 165238.95, 532083.55 165238.65, 532083.1 165241.3, 532090 165242.45, 532089.8 165243.65, 532097.35 165244.8, 532098 165240.85))",bi_532092-19_165241-88
1538,52401132130004,2,"POLYGON ((532027.9 165228.25, 532029.3 165215.5, 532025.45 165215.15, 532024.65 165222.35, 532026.1 165222.45, 532025.6 165228.05, 532027.9 165228.25))",False,5.47,0.136590297449219,dom1,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532026.994385821,165220.982961885,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401132130022, 52401132130036]","MULTILINESTRING ((532029.3 165215.5, 532025.45 165215.15), (532024.65 165222.35, 532026.1 165222.45, 532025.6 165228.05, 532027.9 165228.25))","POLYGON ((532027.9 165228.25, 532029.3 165215.5, 532025.45 165215.15, 532024.65 165222.35, 532026.1 165222.45, 532025.6 165228.05, 532027.9 165228.25))",bi_532029-18_165221-4
1539,52401132130005,2,"POLYGON ((532063.85 165226.1, 532065.25 165226.25, 532064.95 165228.75, 532066.85 165228.95, 532066.75 165229.9, 532067.55 165230, 532069 165219.05, 532064.9 165218.7, 532063.85 165226.1))",False,6.28,0.149315803595385,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532066.462756792,165223.646910465,1.0,dom,C,B,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0,False,"[52401132130038, 52401132130044]","MULTILINESTRING ((532063.85 165226.1, 532065.25 165226.25, 532064.95 165228.75, 532066.85 165228.95, 532066.75 165229.9, 532067.55 165230), (532069 165219.05, 532064.9 165218.7))","POLYGON ((532063.85 165226.1, 532065.25 165226.25, 532064.95 165228.75, 532066.85 165228.95, 532066.75 165229.9, 532067.55 165230, 532069 165219.05, 532064.9 165218.7, 532063.85 165226.1))",bi_532064-32_165225-0
1540,52401132130006,2,"POLYGON ((532006.6 165213.5, 532005.4 165226.1, 532007.65 165226.3, 532008.15 165220.95, 532009.5 165221.05, 532010.3 165213.8, 532006.6 165213.5))",False,5.46,0.131455106120935,dom1,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532007.672734451,165219.217211838,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401132130014, 52401132130024]","MULTILINESTRING ((532005.4 165226.1, 532007.65 165226.3, 532008.15 165220.95, 532009.5 165221.05), (532010.3 165213.8, 532006.6 165213.5))","POLYGON ((532006.6 165213.5, 532005.4 165226.1, 532007.65 165226.3, 532008.15 165220.95, 532009.5 165221.05, 532010.3 165213.8, 532006.6 165213.5))",bi_532029-18_165221-4
1541,52401132130007,2,"POLYGON ((532055.95 165253.25, 532055.1 165260.6, 532059 165260.9, 532060.25 165250.15, 532059.15 165250, 532059.05 165250.9, 532057.4 165250.75, 532057.15 165253.4, 532055.95 165253.25))",False,6.44,0.16663136805953,dom3,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532057.756367143,165255.963540609,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3,False,"[52401132130039, 52401132130045]","MULTILINESTRING ((532055.1 165260.6, 532059 165260.9), (532060.25 165250.15, 532059.15 165250, 532059.05 165250.9, 532057.4 165250.75, 532057.15 165253.4, 532055.95 165253.25))","POLYGON ((532055.95 165253.25, 532055.1 165260.6, 532059 165260.9, 532060.25 165250.15, 532059.15 165250, 532059.05 165250.9, 532057.4 165250.75, 532057.15 165253.4, 532055.95 165253.25))",bi_532057-65_165257-3
1542,52401132130008,2,"POLYGON ((532027.75 165248.27, 532026.9 165258.18, 532028.51 165258.31, 532032.02 165258.58, 532032.85 165248.67, 532029.29 165248.39, 532027.75 165248.27))",False,6.08,0.162938507275856,dom0,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532029.879508324,165253.429054062,4.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Yes,Double (post 2002),dom0,False,"[52401132130011, 52401132130037]","MULTILINESTRING ((532026.9 165258.18, 532028.51 165258.31, 532032.02 165258.58), (532032.85 165248.67, 532029.29 165248.39, 532027.75 165248.27))","POLYGON ((532027.75 165248.27, 532026.9 165258.18, 532028.51 165258.31, 532032.02 165258.58, 532032.85 165248.67, 532029.29 165248.39, 532027.75 165248.27))",bi_532021-82_165251-52
1543,52401132130009,2,"POLYGON ((532085.15 165247, 532096.7 165248.8, 532097.35 165244.8, 532089.8 165243.65, 532089.6 165244.75, 532083.85 165243.8, 532083.4 165246.7, 532085.15 165247))",False,5.7,0.159563727298503,dom1,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532090.844709367,165246.0414417,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,"[52401132130003, 52401132130016]","MULTILINESTRING ((532096.7 165248.8, 532097.35 165244.8), (532089.8 165243.65, 532089.6 165244.75, 532083.85 165243.8, 532083.4 165246.7, 532085.15 165247))","POLYGON ((532085.15 165247, 532096.7 165248.8, 532097.35 165244.8, 532089.8 165243.65, 532089.6 165244.75, 532083.85 165243.8, 532083.4 165246.7, 532085.15 165247))",bi_532092-19_165241-88
1544,52401132130010,2,"POLYGON ((532096 165252.45, 532088.5 165251.25, 532088.3 165252.5, 532083.15 165251.7, 532082.7 165254.45, 532083.8 165254.6, 532095.25 165256.5, 532096 165252.45))",False,6.21,0.143637586776859,dom3,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532089.862250775,165253.740495057,1.0,dom,D,C,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom3,False,"[52401132130016, 52401132130017]","MULTILINESTRING ((532088.5 165251.25, 532088.3 165252.5, 532083.15 165251.7, 532082.7 165254.45, 532083.8 165254.6), (532095.25 165256.5, 532096 165252.45))","POLYGON ((532096 165252.45, 532088.5 165251.25, 532088.3 165252.5, 532083.15 165251.7, 532082.7 165254.45, 532083.8 165254.6, 532095.25 165256.5, 532096 165252.45))",bi_532092-19_165241-88
1545,52401132130011,2,"POLYGON ((532026.9 165258.18, 532027.75 165248.27, 532024.5 165248.02, 532022.19 165247.84, 532021.38 165257.75, 532023.72 165257.93, 532026.9 165258.18))",False,5.93,0.15616976604679,dom0,POST-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532024.555685743,165253.003859317,4.0,dom,C,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Cavity,Yes,Double (post 2002),dom0,False,"[52401132130008, 52401132130021]","MULTILINESTRING ((532027.75 165248.27, 532024.5 165248.02, 532022.19 165247.84), (532021.38 165257.75, 532023.72 165257.93, 532026.9 165258.18))","POLYGON ((532026.9 165258.18, 532027.75 165248.27, 532024.5 165248.02, 532022.19 165247.84, 532021.38 165257.75, 532023.72 165257.93, 532026.9 165258.18))",bi_532021-82_165251-52
1546,52401132130012,2,"POLYGON ((532040.5 165227.7, 532040.35 165229.45, 532042.75 165229.65, 532044.1 165216.8, 532040.3 165216.5, 532039.55 165223.7, 532039.15 165227.55, 532040.5 165227.7))",False,4.81,0.16283608436497,dom3,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532041.622789544,165222.783087008,1.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom3,False,"[52401132130019, 52401132130025]","MULTILINESTRING ((532040.5 165227.7, 532040.35 165229.45, 532042.75 165229.65), (532044.1 165216.8, 532040.3 165216.5), (532039.15 165227.55, 532040.5 165227.7))","POLYGON ((532040.5 165227.7, 532040.35 165229.45, 532042.75 165229.65, 532044.1 165216.8, 532040.3 165216.5, 532039.55 165223.7, 532039.15 165227.55, 532040.5 165227.7))",bi_532029-18_165221-4
1547,52401132130013,2,"POLYGON ((532078.85 165227.3, 532079.05 165225.85, 532079.55 165221.95, 532079.85 165220, 532076.3 165219.7, 532074.5 165232.7, 532076.75 165232.95, 532077.35 165227.15, 532078.85 165227.3))",False,5.47,0.136590297449219,dom1,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532077.048291994,165225.605304035,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1,False,[52401132130031],"MULTILINESTRING ((532078.85 165227.3, 532079.05 165225.85, 532079.55 165221.95, 532079.85 165220, 532076.3 165219.7), (532074.5 165232.7, 532076.75 165232.95, 532077.35 165227.15, 532078.85 165227.3))","POLYGON ((532078.85 165227.3, 532079.05 165225.85, 532079.55 165221.95, 532079.85 165220, 532076.3 165219.7, 532074.5 165232.7, 532076.75 165232.95, 532077.35 165227.15, 532078.85 165227.3))",bi_532064-32_165225-0
1548,52401132130014,2,"POLYGON ((532010.3 165213.8, 532009.5 165221.05, 532010.95 165221.2, 532010.45 165227.15, 532013 165227.4, 532014.15 165214.15, 532010.3 165213.8))",False,5.23,0.126616640986132,dom0,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532011.904918442,165219.949496148,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom0,False,"[52401132130001, 52401132130006]","MULTILINESTRING ((532009.5 165221.05, 532010.95 165221.2, 532010.45 165227.15, 532013 165227.4), (532014.15 165214.15, 532010.3 165213.8))","POLYGON ((532010.3 165213.8, 532009.5 165221.05, 532010.95 165221.2, 532010.45 165227.15, 532013 165227.4, 532014.15 165214.15, 532010.3 165213.8))",bi_532029-18_165221-4
